سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
13000,اوبل,كاديت,1984,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400 ,184000 ,4+1 ,نقدا فقط ,للبيع فقط ,5 ,إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة جير وماطور وبودي وشاصي الف الف والسيارة مش ناقصها شي
6000,اوبل,اسكونا,1984,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300 ,200 ,5+1 ,نقدا فقط ,للبيع فقط ,5 ,جنطات مغنيسيوم|فرش جلد
45000,اوبل,زافيرا,2004,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,null,6+1 ,نقدا فقط ,للبيع فقط ,3 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره ما شاء الله عنها مو ناقصها شي الصيانه اوليه الله يبارك لصاحب النصيب   البيع بسبب التجديد
123999,سكودا,سوبيرب,2014,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,null,null,نقدا فقط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة غير منمرة بترخص 2014|امكانية البدل
59000,كيا,بيكانتو,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,30000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,اولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
84000,فولكسفاجن,بولو,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,null,null,نقدا فقط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|حساسات خلفية .|جنط فلوكس فاجن الأصلى لعام 2015 ، مقاس 17|إطارات مقاس 215-40-17|ناقل حركة اوتوماتيكي 7 سرعات + تيب ترونيك 6 سرعات.|مسجل SD .|الفرش الأصلى مغطى بفرش جلد منذ الشراء.|السيارة أصل شركة من المتحدة للسيارات .|السيارة تجري كل الصيانة اللازمة في الشركة.
5500,فورد,فوكس,2002,أبيض ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600 ,295000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثالثة ,مُكيّف|إغلاق مركزي|وسادة حماية هوائية|ترخيص لحد شهر 2/2018
108000,فولكسفاجن,كادي,2015,بني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,60000 ,6+1 ,نقدا فقط ,للبيع فقط ,صفر ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|لون بني مميز ولا جرام بويه اذ فيها نص جرام بويه يؤخذ الفحص وعطل يومه ويفحص في الوكالة عدادها اهلي مش ملعوب في السياره فل إضافات كشافات شركه تحكم استيرنج مانع تزحلق الكراسي منجزات للحفاظ عليهم جددا شركه الغرفة مليانه شركه سبع مقاعد أصليات شركه شباك على الجنب أصل شركه البيع على الكاش فقط الرجاء الاتصال للمعنيين فقط تغيير الزيت والفلاتر بالشركة والسيارة لم تستخدم سوا ثالثه أشهر فقط وبقيت صرفه وغير مهيمنه أبدا وعجال شركه جددا الوبر عليهم مسجل بلوتوث وهاتف بلوتوث ويوجد فيها مفتاحين شركه اصليات
22000,دايو,نوبيرا,1997,خمري ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500 ,143212 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,9 ,مُكيّف|إغلاق مركزي|مسجل CD|طريقة الدفع:-|كاش 20000 الف شيقل|نص كاش ونص شيكات|11000 كاش|11000 شيكات|كل شك 1000 شيقل|الماطور بالكرتونه|الجير ممتاز جدا|الشصي ولا خدش ولا طعجه ولا زقه|البودي نظيف 100%|الدهان شركه|البطاريه بالكرتونه|الغرفه جديده|العدادات شغاله ومتابعه ميكانيكيا|السياره بتجنن|صاروخ ع الشارع|عائليه وكبيره وفخمه القعده فيها بحر|والله ولي التوفيق|تنازل ع طوووووووووول
215000,بي,ام,2014,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,43000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
67000,فورد,فيستا,2013,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,71 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة فل اضافات اسبشل متور 1600 اتمتيك 125 حصان جنطات حساسات امامية وخلفية كشافات ضواوي زنن هاي لاين يعني شبر الزجاج نجل سبويلر خلفي اصلي من الشركة تحكم طارة مري كهربا فرش جلد مخطط برتقالي وبطاين البواب لونهم برتقالي + التابلو إضائة لد احمر في السيارة من الداخل  رافعات الزجاج كهربا ال اربع ابواب تدفئة كراسي
45000,شفروليه,افيو,2009,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,160000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|سيارة اقتصادية جدا في مجال بالسعر في حال الدفع كاش
55000,هونداي,توسان,2006,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
11500,دراجة,نارية,2016,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,125 ,4000 ,null,إمكانية التقسيط ,للبيع أو التبديل ,0 ,بحاله  ممتازه  مش  منمره  البيع  منمر  جاهز السعر11500نهاائي  ممكن دفعه4  وشكات  او البدل  عسياره
4000,فولكسفاجن,جولف,1982,خمري ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1300 ,null,null,نقدا فقط ,للبيع فقط ,null,السياره مكسور عليها سنه و نص وبدها اشوية تصليحات والاتصال للمعنيين
66000,هونداي,توسان,2008,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,121000 ,5+1 ,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|تامين لغاية 5/2018|سيارة  نظيفة غرفة داخلية و  هيئة خارجية مش مهيون|معمولها كافة الميكانيكيات ولا ناقصها اشي فلتر هوا وفلتر مكيف زيت وفلتر زيت جديد قشط تايمنج قشط دينمو جديد  برابيش وصل كلها جديد ضرمات امامية بركات كلو جديد وشركة تم تغيرو قبل العيد بيومين فقط وفحص وين بيدك يعني من الاخر سيارة 2016 بس هيئة 2008|السيارة تستعملها ست|البيع بسبب التجديد
68000,هونداي,اكسنت,2015,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,9900 ,null,نقدا فقط ,للبيع فقط ,0 ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|هيونداي اكسنت 2015|مستورد بترخص 2014|بنزين|محرك 1400|اتوماتيك 6 غيار|جنط 14 اصلي|فرش جلد|حساسات|USB / AUX|تحكم ستيرنج|عداد : 9900 اصلي|مري كهرباء|لون مميز|للاستفسار : 0598579279|0585377555
95000,سكودا,اوكتافيا,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,56000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,0 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة كل الإضافات ما عدا فتحة الله يوضع البركة يصاحب النصيب ترخيص 2015
7000,رينو,R9,1983,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1100 ,null,4+1 ,إمكانية التقسيط ,للبيع فقط ,null,السياره نظيفه بودي جيد بحاجه الى دهان مكسور عليها وصل
57000,بيجو,بارتنر,2011,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,٢٦٠ ,٤+١ ,نقدا فقط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|قوه مطور السياره ٩٠ حصان|اربع ابواب|موديل ٢٠١١
7500,بيجو,305,1984,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300 ,00000 ,4+1 ,نقدا فقط ,للبيع فقط ,0000 ,مسجل CD|فرش جلد
1900,ستروين,كسارا,2000,سكني ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600 ,0000 ,5+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|ملاحظه :-السياره غير قانونيه|موجوده في جماعين /نابلس
42000,هونداي,كليك,2007,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,80 الف ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|كليك اصل برايفت اوتوماتيك .|ماتور وجير وشاصي 100% .|مكيف بجنن .|كوتشوك جديد .|غيار زيت وفلاتر .|نفض كامل .|مش ناقصة برغي .|بودي نضيف .|بطارية جديدة .|ولا دكة شاكوش سيارة كرتونة .
25000,بي,ام,1994,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,200000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,5 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره نضيفه ماتور وجير الف الف|بدها رشه دهان وفي قصه براس الشصي ما بتأثر ع السياره باشي|ماتورها حشوه 2500 نضيف جدا|المعني يتصل|امكانية الحكي بالسعر
60000,هونداي,i25,2014,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,60 ,4+١ ,نقدا فقط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|ااسياره بالصلاه ع النبي مو ناقصها اشي الله يبارك لصاحب النصيب +ترخيص وتامين شامل
38500,بيجو,307,2007,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,140000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,5 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة فل اضافات ماعدا الفتحة|خالية من القص اوالضربات اوالمشاكل|ماتور وكير وغرفة وشاصيات الف الف|ترخيص سنة كاملة|انتاج 2007 بس ترخيص 2006
55000,هونداي,i30,2008,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,124000 ,4+1  ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره ما شاء الله نظيفه وعلى الفحص ..قير ماتور الف الف ...بودي نظيف...فرش جلد نظيف ...ترخيص لغاية ٧ شهور....شاشة DVD pioneer مع كاميرا وحساسات...جنط ١٦ عريض مميز....
87000,فولكسفاجن,CC,2010,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000 ,120000قابل لزيادة  ,5+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة صلاة النبي|للبيع بسبب التجديد|السيارة موديل 2010 ترخيص 2009
120000,كيا,سورينتو,2013,فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2200 ,100000 ,6+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد
22000,دايو,ماتيز,2002,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,800 ,90000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,3 ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|بصلاة ع النبي السياره لعبه  جنط مغنيسيوم  مسجل بيونير فلاش شاشه كاميره سبوت بالسقف فرشها الاصلي لسا متل ما هو ترخيص تامين سنه  الا شهر  يعني السعر ببلاش بالنسبه لنضافتها
